type,size,runtime
bubblesort,36705,3928107
bubblesort,85657,23180039
bubblesort,35786,3816113
bubblesort,74299,17375397
bubblesort,93031,27976499
bubblesort,83503,22165800
bubblesort,69859,15562423
bubblesort,64144,12712864
bubblesort,90351,26431789
bubblesort,60704,11440692
bubblesort,45514,6391849
bubblesort,11437,302678
bubblesort,8808,177987
bubblesort,50280,7775524
bubblesort,34221,3345498
bubblesort,43551,5608612
bubblesort,50241,7760316
bubblesort,28417,2287879
bubblesort,14171,442303
bubblesort,52337,8347455
bubblesort,73390,16811762
bubblesort,62239,12177045
bubblesort,45518,6315110
bubblesort,94165,28410839
bubblesort,73802,17218462
bubblesort,39813,4741319
bubblesort,35877,3722523
bubblesort,25081,1646456
bubblesort,97878,30770033
bubblesort,89776,25771029
bubblesort,55961,9690919
bubblesort,47566,6799802
bubblesort,80509,20705819
bubblesort,32658,3007590
bubblesort,76669,18581317
bubblesort,19562,915370
bubblesort,82798,21875760
bubblesort,59784,10944450
bubblesort,52435,8403714
bubblesort,56091,9744194
bubblesort,80777,21144986
bubblesort,83508,22118657
bubblesort,73903,17531435
bubblesort,76011,18528518
bubblesort,72556,16748544
bubblesort,99566,31834578
bubblesort,96698,30435144
bubblesort,95409,29387688
bubblesort,86385,23985895
bubblesort,48563,7110160
bubblesort,24144,1519432
bubblesort,96245,30011810
bubblesort,58055,10436120
bubblesort,45807,6154167
bubblesort,39638,4539590
bubblesort,66269,12356430
bubblesort,48544,5831249
bubblesort,54766,9069035
bubblesort,72600,15006733
bubblesort,52755,8344658
bubblesort,51421,6746141
bubblesort,24744,1544420
bubblesort,42981,5183985
bubblesort,52779,5666542
bubblesort,51262,5438158
bubblesort,33206,1886222
bubblesort,50284,5480422
bubblesort,30827,1478953
bubblesort,58936,8761103
bubblesort,69192,13076256
bubblesort,10732,149827
bubblesort,72850,11936149
bubblesort,52857,7083644
bubblesort,49056,6918182
bubblesort,50926,7793108
bubblesort,55640,9402435
bubblesort,21790,1145673
bubblesort,62735,11986198
bubblesort,94145,27680066
bubblesort,83926,21971700
bubblesort,8037,137318
bubblesort,54814,9071621
bubblesort,91231,25909227
bubblesort,38855,4283331
bubblesort,95719,29027391
bubblesort,76305,18192566
bubblesort,66143,13406781
bubblesort,75984,18265035
bubblesort,6303,88797
bubblesort,55631,9605080
bubblesort,87066,23745397
bubblesort,26662,1847325
bubblesort,28583,2177042
bubblesort,95519,28488488
bubblesort,16638,668735
bubblesort,7988,151349
bubblesort,73717,17212201
bubblesort,45643,6313612
bubblesort,53477,8774960
bubblesort,65259,13552268
bubblesort,48086,6996472
bubblesort,23445,1428045
bubblesort,83745,22613473
bubblesort,16819,642221
bubblesort,16559,613916
bubblesort,73888,17200545
bubblesort,86049,23723217
bubblesort,63907,12764777
bubblesort,78892,20024833
bubblesort,68057,14533881
bubblesort,64494,12968968
bubblesort,85941,23805742
bubblesort,72873,16794156
bubblesort,38608,4387279
bubblesort,59013,11029352
bubblesort,69263,15164254
bubblesort,48990,7225877
bubblesort,25979,1807796
bubblesort,14479,475049
bubblesort,39873,4773323
bubblesort,79944,20502434
bubblesort,24620,1648904
bubblesort,69925,15653941
bubblesort,17521,715753
bubblesort,49498,7476026
bubblesort,61182,11529925
bubblesort,98114,30999241
bubblesort,9405,205756
bubblesort,88656,25344203
bubblesort,27258,2028683
bubblesort,78821,19983743
bubblesort,14492,475191
bubblesort,82545,21542368
bubblesort,9389,189286
bubblesort,61818,11769676
bubblesort,48590,7236914
bubblesort,40382,4847401
bubblesort,28029,2189724
bubblesort,21105,1066641
bubblesort,53268,8827575
bubblesort,96258,29509525
bubblesort,38524,4372751
bubblesort,58640,10811033
bubblesort,85496,23343836
bubblesort,23354,1425365
bubblesort,52837,8581168
bubblesort,93090,27660467
bubblesort,9062,173565
bubblesort,27625,2083042
bubblesort,78612,19535549
bubblesort,16585,619220
bubblesort,19829,952612
bubblesort,96355,29691882
bubblesort,12712,378320
bubblesort,33339,3174658
bubblesort,90147,26040665
bubblesort,90098,26022955
bubblesort,65546,13598958
bubblesort,66872,13850645
bubblesort,64657,13472286
bubblesort,21597,1180625
bubblesort,35313,3753377
bubblesort,89625,25941097
bubblesort,70172,15634239
bubblesort,37543,4153675
bubblesort,60185,11353081
bubblesort,22861,1283298
bubblesort,89777,25806179
bubblesort,87426,24585191
bubblesort,25405,1738594
bubblesort,38899,4536648
bubblesort,41611,5294463
bubblesort,67740,14705900
bubblesort,47651,7029160
bubblesort,87175,24141660
bubblesort,34200,3371073
bubblesort,55144,9323929
bubblesort,66906,14389780
bubblesort,16726,651660
bubblesort,33474,3218403
bubblesort,58279,10493934
bubblesort,95831,29865200
bubblesort,82021,21439974
bubblesort,40675,4826524
bubblesort,73779,17490959
bubblesort,21298,1114580
bubblesort,51829,8285752
bubblesort,87531,24633060
bubblesort,51253,7884192
bubblesort,55736,9526384
bubblesort,73004,17167078
bubblesort,45486,6319272
bubblesort,45927,6568753
bubblesort,57965,10356228
bubblesort,32471,3008259
bubblesort,83280,22020516
bubblesort,62182,12117519
bubblesort,5830,74099
bubblesort,90056,26115554
bubblesort,63209,12649254
bubblesort,61809,11519972
bubblesort,96753,30102528
bubblesort,95245,28835515
bubblesort,35108,3624031
bubblesort,17616,738229
bubblesort,64172,13052271
bubblesort,36217,3883867
bubblesort,30866,2731066
bubblesort,98770,31869689
bubblesort,9110,196097
bubblesort,99218,31720418
bubblesort,37999,4284861
bubblesort,26730,1932879
bubblesort,88688,25165724
bubblesort,69849,15406660
bubblesort,31756,2815479
bubblesort,57861,10335767
bubblesort,90704,26266769
bubblesort,77244,18654519
bubblesort,84738,23156333
bubblesort,26732,2002099
bubblesort,57522,10233640
bubblesort,81634,21319930
bubblesort,20603,1051632
bubblesort,29901,2471863
bubblesort,89247,25554998
bubblesort,48755,7361638
bubblesort,61102,11691935
bubblesort,18717,866807
bubblesort,88723,25232245
bubblesort,77125,18713591
bubblesort,89560,26007053
bubblesort,87970,24963447
bubblesort,66056,13907190
bubblesort,65185,13250538
bubblesort,71488,16127985
bubblesort,44725,5994789
bubblesort,45472,6220954
bubblesort,68150,14646913
bubblesort,10512,261331
bubblesort,43180,5643824
bubblesort,79538,20121755
bubblesort,58183,10835780
bubblesort,14415,473191
bubblesort,45799,6332370
bubblesort,61471,11686596
bubblesort,42258,5375956
bubblesort,16437,656024
bubblesort,84533,22024780
bubblesort,27267,1743482
bubblesort,31861,2674908
bubblesort,6094,79128
bubblesort,55596,9404762
bubblesort,7769,140761
bubblesort,23635,1356973
bubblesort,70059,13778143
bubblesort,81973,19083438
bubblesort,11165,268538
bubblesort,98691,29706234
bubblesort,29386,2417097
bubblesort,87376,19853439
bubblesort,7713,71731
bubblesort,68878,11579226
bubblesort,88025,18684453
bubblesort,64598,9181295
bubblesort,13299,236638
bubblesort,51072,5576119
bubblesort,22309,692171
bubblesort,41220,3359954
bubblesort,7526,72322
bubblesort,73892,12722710
bubblesort,37341,2637765
bubblesort,23668,781568
bubblesort,52174,7947474
bubblesort,68721,14218510
bubblesort,33145,3097809
bubblesort,53129,8522408
bubblesort,29599,2382363
bubblesort,10994,262548
bubblesort,35260,3568451
bubblesort,30801,2632963
bubblesort,52666,8177670
bubblesort,92997,27431009
bubblesort,47436,6775257
bubblesort,25878,1716036
bubblesort,58563,10389042
bubblesort,91201,25862664
bubblesort,55690,9350288
bubblesort,55177,9095363
bubblesort,81603,20827868
bubblesort,54210,8989352
bubblesort,88647,24724173
bubblesort,5657,68050
bubblesort,25866,1743311
bubblesort,10244,227477
bubblesort,53665,8601171
bubblesort,34363,3311039
bubblesort,81579,20778363
bubblesort,55645,9568593
bubblesort,58149,10147679
bubblesort,60276,11408649
bubblesort,31825,2782906
bubblesort,23909,1455556
bubblesort,83634,22074435
bubblesort,54572,9190945
bubblesort,27477,2006332
bubblesort,54782,9262947
bubblesort,80598,20723397
bubblesort,55978,9811155
bubblesort,48815,7280505
bubblesort,82752,22119060
bubblesort,77738,19063915
bubblesort,50880,8094600
bubblesort,27438,2082055
bubblesort,65742,13689108
bubblesort,64454,12931047
bubblesort,47952,6994073
bubblesort,50494,7789976
bubblesort,82593,21809276
bubblesort,77754,19236474
bubblesort,91517,26837766
bubblesort,69074,15427886
bubblesort,52890,8488260
bubblesort,91544,26940965
bubblesort,40377,4754194
bubblesort,85233,23381470
bubblesort,61788,11827337
bubblesort,5192,59154
bubblesort,17804,734399
bubblesort,50892,8036919
bubblesort,29292,2411446
bubblesort,22353,1261549
bubblesort,31362,2775528
bubblesort,49830,7546021
bubblesort,21887,1176309
bubblesort,53189,8632581
bubblesort,13733,414863
bubblesort,35138,3543194
bubblesort,76057,18335960
bubblesort,99850,32176709
bubblesort,73832,16963601
bubblesort,42460,5391442
bubblesort,32927,3060334
bubblesort,5436,62016
bubblesort,49692,7490767
bubblesort,48710,7268848
bubblesort,77468,18973536
bubblesort,93662,28425029
bubblesort,10483,233756
bubblesort,19310,899288
bubblesort,44678,6054060
bubblesort,29361,2219045
bubblesort,41307,5117537
bubblesort,47040,6765251
bubblesort,23266,1381370
bubblesort,34112,3395572
bubblesort,21415,1100837
bubblesort,68197,14593736
bubblesort,85452,23411165
bubblesort,81802,21075800
bubblesort,74583,17437823
bubblesort,80459,20563740
bubblesort,93250,27819660
bubblesort,68544,14895993
bubblesort,33559,3240833
bubblesort,91631,27023530
bubblesort,50790,8058763
bubblesort,89774,26005046
bubblesort,43284,5592047
bubblesort,24128,1417854
bubblesort,34712,3381427
bubblesort,91142,26519876
bubblesort,70968,15999749
bubblesort,49795,7732049
bubblesort,36081,3753619
bubblesort,5086,55200
bubblesort,9503,194152
bubblesort,77450,19168982
bubblesort,21836,1225078
bubblesort,70602,15759336
bubblesort,50658,7905965
bubblesort,75125,17926145
bubblesort,92315,27163588
bubblesort,39547,4528990
bubblesort,77273,19119014
bubblesort,22203,1239597
bubblesort,9834,216084
bubblesort,25740,1767233
bubblesort,68702,14876304
bubblesort,42745,5536693
bubblesort,84518,22531488
bubblesort,78258,19472421
bubblesort,78073,19456823
bubblesort,90759,26504501
bubblesort,77809,18887751
bubblesort,72469,16500600
bubblesort,87690,24613027
bubblesort,37868,4151924
bubblesort,17624,719965
bubblesort,85491,23227576
bubblesort,47586,6922242
bubblesort,47335,6735705
bubblesort,96344,30052149
bubblesort,27293,2021410
bubblesort,55954,9530055
bubblesort,56881,10200014
bubblesort,55138,9411444
bubblesort,79905,20524244
bubblesort,58793,10870597
bubblesort,50090,7803213
bubblesort,69917,15447246
bubblesort,59452,11044728
bubblesort,76888,18721127
bubblesort,96822,30422709
bubblesort,33407,3181598
bubblesort,73234,16697024
bubblesort,66326,13920842
bubblesort,73830,17310666
bubblesort,76222,18581209
bubblesort,97161,30391434
bubblesort,31385,2772946
bubblesort,62051,11859514
bubblesort,48516,7321915
bubblesort,57388,10353843
bubblesort,38204,4386813
bubblesort,78235,19249095
bubblesort,21503,1150501
bubblesort,72850,16843502
bubblesort,84382,22816112
bubblesort,84319,22639981
bubblesort,91283,26506831
bubblesort,19744,961777
bubblesort,24976,1679401
bubblesort,64577,13334312
bubblesort,28059,2166975
bubblesort,17417,702924
bubblesort,73189,16973516
bubblesort,7037,110200
bubblesort,64090,12882453
bubblesort,79178,19922551
bubblesort,94155,28189654
bubblesort,45109,6230895
bubblesort,18363,776627
bubblesort,7966,138425
bubblesort,84567,22629696
bubblesort,46468,6460202
bubblesort,63492,12473988
bubblesort,80711,20720479
bubblesort,36682,3890723
bubblesort,66778,13963735
bubblesort,6117,81386
bubblesort,16374,605730
bubblesort,27417,2026356
bubblesort,99442,31707363
bubblesort,74585,17032263
bubblesort,40203,3783561
bubblesort,33521,3171026
bubblesort,66883,13607865
bubblesort,6766,95022
bubblesort,31430,2732380
bubblesort,86758,20353105
bubblesort,59478,9830906
bubblesort,49651,7449759
bubblesort,96207,27818885
bubblesort,36363,3683288
bubblesort,50197,6917338
bubblesort,85133,17112132
bubblesort,14048,238189
bubblesort,75142,13160554
bubblesort,59692,7927972
bubblesort,38527,2589675
bubblesort,63892,9189051
bubblesort,98757,22965793
bubblesort,55344,8929438
bubblesort,46562,6454662
bubblesort,48650,6998282
bubblesort,46948,6392602
bubblesort,20978,1057675
bubblesort,51996,8151449
bubblesort,32564,2924192
bubblesort,96152,28859241
bubblesort,98601,30556076
bubblesort,63728,12401747
bubblesort,90533,25806037
bubblesort,36259,3696931
bubblesort,81219,20832144
bubblesort,73654,16788790
bubblesort,26082,1774287
bubblesort,90906,26313075
bubblesort,27723,2046334
bubblesort,97177,30030649
bubblesort,48015,6881644
bubblesort,18192,756676
bubblesort,55640,9397417
bubblesort,82509,21229950
bubblesort,23257,1364933
bubblesort,15512,534931
bubblesort,77086,18887985
bubblesort,13002,368096
bubblesort,10648,245912
bubblesort,74253,17389844
bubblesort,19474,891061
bubblesort,21902,1192471
bubblesort,76096,18073243
bubblesort,97538,30836885
bubblesort,62802,12548802
bubblesort,20929,1086983
bubblesort,73780,17305326
bubblesort,67382,14223533
bubblesort,97113,30487589
bubblesort,40894,4929525
bubblesort,22649,1332299
bubblesort,29302,2433721
bubblesort,80054,20479233
bubblesort,75538,18319351
bubblesort,78862,19773512
bubblesort,97674,30598190
bubblesort,8154,153935
bubblesort,66714,13924648
bubblesort,64802,13024756
bubblesort,16377,621396
bubblesort,57898,10352291
bubblesort,50040,7692545
bubblesort,12808,382952
bubblesort,42418,5488290
bubblesort,9483,203972
bubblesort,49949,7741318
bubblesort,34822,3467625
bubblesort,99720,31992575
bubblesort,7882,133635
bubblesort,46011,6336517
bubblesort,83079,21978404
bubblesort,96161,29570616
bubblesort,87574,24501149
bubblesort,77417,18824606
bubblesort,63426,12819162
bubblesort,64910,13152618
bubblesort,84725,22905018
bubblesort,10755,244291
bubblesort,66825,14346265
bubblesort,55891,9627614
bubblesort,18634,861309
bubblesort,17030,657958
bubblesort,16223,591864
bubblesort,51806,8113166
bubblesort,61588,11655554
bubblesort,48958,7365140
bubblesort,87596,24880881
bubblesort,65185,13476590
bubblesort,82877,21763517
bubblesort,97313,30618439
bubblesort,7553,132932
bubblesort,11686,300698
bubblesort,68575,14928601
bubblesort,89301,25285731
bubblesort,94279,28541759
bubblesort,74621,17554406
bubblesort,27335,2048881
bubblesort,86846,24342021
bubblesort,28377,2277629
bubblesort,25496,1743170
bubblesort,79743,20220342
bubblesort,62734,12447319
bubblesort,26103,1765280
bubblesort,36663,3863549
bubblesort,19086,898491
bubblesort,76877,18595362
bubblesort,15775,584272
bubblesort,59646,11268492
bubblesort,54592,9151407
bubblesort,78492,19396716
bubblesort,67609,14275781
bubblesort,45691,6321306
bubblesort,22495,1267587
bubblesort,21444,1115717
bubblesort,84731,23438149
bubblesort,7022,104931
bubblesort,69592,15216318
bubblesort,97462,30344997
bubblesort,44510,5879973
bubblesort,61514,11698685
bubblesort,44871,6019057
bubblesort,47425,6909554
bubblesort,27238,1960191
bubblesort,27583,2038699
bubblesort,22020,1210353
bubblesort,22374,1266449
bubblesort,34867,3525722
bubblesort,96031,29338518
bubblesort,87300,24337981
bubblesort,46363,6457309
bubblesort,93739,28083514
bubblesort,55776,9730780
bubblesort,50538,7818181
bubblesort,23379,1429406
bubblesort,27618,2112407
bubblesort,17497,712556
bubblesort,81671,21863574
bubblesort,11577,294163
bubblesort,17878,754296
bubblesort,30566,2661415
bubblesort,58192,10654415
bubblesort,98065,31199636
bubblesort,74443,17759925
bubblesort,23916,1495247
bubblesort,98571,31053288
bubblesort,69216,14998754
bubblesort,34848,3548293
bubblesort,71291,16462420
bubblesort,63031,12195711
bubblesort,55276,9423857
bubblesort,85997,23454384
bubblesort,40933,5005583
bubblesort,40126,4796649
bubblesort,6572,92786
bubblesort,46585,6566991
bubblesort,7826,132423
bubblesort,83298,22074816
bubblesort,31804,2864715
bubblesort,48446,7213653
bubblesort,98119,30847192
bubblesort,42445,5441808
bubblesort,15600,562513
bubblesort,19572,960692
bubblesort,90076,26006807
bubblesort,87858,24522666
bubblesort,35962,3753326
bubblesort,18181,782536
bubblesort,23433,1426570
bubblesort,13366,404715
bubblesort,86778,24307030
bubblesort,28317,2233759
bubblesort,34108,3462395
bubblesort,98749,31780069
bubblesort,9819,211806
bubblesort,43345,5590463
bubblesort,73928,17301609
bubblesort,10330,234354
bubblesort,61661,11828017
bubblesort,79911,20316288
bubblesort,87561,24512458
bubblesort,73962,17257527
bubblesort,27342,1960999
bubblesort,69835,15218006
bubblesort,6665,94441
bubblesort,90237,26462616
bubblesort,35291,3615710
bubblesort,46633,6660617
bubblesort,20314,995751
bubblesort,64948,13309209
bubblesort,20622,1012956
bubblesort,18343,789838
bubblesort,64799,13119207
bubblesort,63564,12524064
bubblesort,74172,17335050
bubblesort,32232,2908419
bubblesort,93356,27812809
bubblesort,69281,13177866
bubblesort,88296,24098137
bubblesort,78135,17575551
bubblesort,90555,20725397
bubblesort,53423,6199848
bubblesort,50787,5532376
bubblesort,85428,19229881
bubblesort,49883,7196444
bubblesort,75054,13805981
bubblesort,41416,3409240
bubblesort,92789,20850962
bubblesort,56821,6303573
bubblesort,83794,15831576
bubblesort,99889,23001251
bubblesort,22149,634015
bubblesort,74032,11495467
bubblesort,77358,18167109
bubblesort,33391,3116791
bubblesort,54539,9094677
bubblesort,35879,3642222
bubblesort,32320,2903126
bubblesort,49141,7100295
bubblesort,68977,14902196
bubblesort,32494,2939679
bubblesort,26445,1838235
bubblesort,28606,2199078
bubblesort,47598,6673561
bubblesort,61006,11335990
bubblesort,36036,3637166
bubblesort,73677,16827476
bubblesort,29815,2433667
bubblesort,42360,5347147
bubblesort,29792,2472350
bubblesort,74247,16965904
bubblesort,27236,2047288
bubblesort,64091,12805159
bubblesort,90509,25755256
bubblesort,38816,4432166
bubblesort,38593,4332948
bubblesort,39679,4587164
bubblesort,64422,12618434
bubblesort,92028,26990239
bubblesort,16214,574710
bubblesort,17327,673487
bubblesort,46403,6308754
bubblesort,22336,1240089
bubblesort,70208,15187595
bubblesort,13047,387370
bubblesort,94724,28706514
bubblesort,32789,3029689
bubblesort,76751,18302156
bubblesort,90848,26736684
bubblesort,81694,21391845
bubblesort,98313,31239331
bubblesort,29823,2503394
bubblesort,33555,3260633
bubblesort,56404,9988538
bubblesort,89918,26186354
bubblesort,74851,17704084
bubblesort,95313,29440503
bubblesort,97515,30474317
bubblesort,91679,26638144
bubblesort,23503,1446168
bubblesort,36120,3830760
bubblesort,63944,12869242
bubblesort,90885,26832462
bubblesort,26088,1837008
bubblesort,23038,1352277
bubblesort,32855,3073715
bubblesort,39090,4535115
bubblesort,25514,1821256
bubblesort,76757,18783703
bubblesort,39537,4663840
bubblesort,82991,21783983
bubblesort,77445,18979511
bubblesort,16638,629228
bubblesort,22259,1201189
bubblesort,41364,5068806
bubblesort,86752,23759784
bubblesort,64959,13372829
bubblesort,19862,890047
bubblesort,27249,1953831
bubblesort,83986,22432154
bubblesort,38740,4387157
bubblesort,85737,23833138
bubblesort,52427,8541753
bubblesort,12527,342768
bubblesort,43934,5835423
bubblesort,24133,1474281
bubblesort,39379,4537600
bubblesort,91409,26614082
bubblesort,96881,29780660
bubblesort,21769,1212274
bubblesort,45988,6459613
bubblesort,63926,13061267
bubblesort,56683,9917819
bubblesort,26498,1875470
bubblesort,31037,2704914
bubblesort,97302,29892841
bubblesort,73329,17351243
bubblesort,82488,21605875
bubblesort,72813,16711011
bubblesort,26885,1986041
bubblesort,87133,24473522
bubblesort,17352,705847
bubblesort,73862,17330371
bubblesort,49430,7536569
bubblesort,28525,2251067
bubblesort,17236,674908
bubblesort,50324,7668258
bubblesort,75542,18135692
bubblesort,78484,19534583
bubblesort,54466,9225034
bubblesort,39511,4571448
bubblesort,19746,952025
bubblesort,65195,13173378
bubblesort,81085,20813903
bubblesort,33441,3187361
bubblesort,34313,3369435
bubblesort,88208,24782226
bubblesort,33461,3202967
bubblesort,18359,864272
bubblesort,55911,9793389
bubblesort,40832,4920967
bubblesort,88711,24950001
bubblesort,46112,6375887
bubblesort,89819,26005071
bubblesort,88130,24953471
bubblesort,27055,1937785
bubblesort,99113,31387264
bubblesort,46260,6585624
bubblesort,12417,340013
bubblesort,32366,3053145
bubblesort,87402,24348220
bubblesort,6704,106250
bubblesort,7802,142187
bubblesort,98818,31500905
bubblesort,38016,4261697
bubblesort,47035,6756496
bubblesort,77326,18769781
bubblesort,94728,28835864
bubblesort,96096,29434484
bubblesort,20969,1134308
bubblesort,39519,4723408
bubblesort,75871,18170516
bubblesort,27082,1995575
bubblesort,70734,15772172
bubblesort,93960,28108280
bubblesort,92879,27854578
bubblesort,59129,10651873
bubblesort,80051,20308580
bubblesort,70155,15415488
bubblesort,41725,5124953
bubblesort,86105,23524270
bubblesort,40675,4999496
bubblesort,66340,13976438
bubblesort,82673,21869451
bubblesort,18568,806071
bubblesort,28010,2121746
bubblesort,54965,9362039
bubblesort,65962,13617878
bubblesort,34936,3558042
bubblesort,65177,13545014
bubblesort,82727,21956946
bubblesort,63471,12857286
bubblesort,93186,27933017
bubblesort,54526,9210789
bubblesort,35155,3506593
bubblesort,59180,10713224
bubblesort,53385,8839051
bubblesort,88511,25280155
bubblesort,41205,5056953
bubblesort,10668,242302
bubblesort,50121,7619100
bubblesort,10467,231963
bubblesort,60136,11056947
bubblesort,84427,22614275
bubblesort,61790,11783080
bubblesort,89961,26167589
bubblesort,91213,26700481
bubblesort,91283,26803947
bubblesort,89338,25682945
bubblesort,60833,11705021
bubblesort,24624,1639668
bubblesort,58276,10741295
bubblesort,18175,757145
bubblesort,88284,24672299
bubblesort,88167,25017845
bubblesort,10422,244848
bubblesort,73457,17094131
bubblesort,46708,6536209
bubblesort,87422,23133452
bubblesort,33743,3219798
bubblesort,83725,21623211
bubblesort,87857,20871281
bubblesort,78283,13493373
bubblesort,57342,7253859
bubblesort,66141,10059557
bubblesort,93134,20488400
bubblesort,24507,926090
bubblesort,79727,14869499
bubblesort,52118,5840315
bubblesort,8602,87895
bubblesort,32242,1673852
bubblesort,17191,379649
bubblesort,23156,704471
bubblesort,54484,6511426
bubblesort,89548,18179465
bubblesort,84809,15873257
bubblesort,72678,10300860
bubblesort,24400,794431
bubblesort,63598,8407490
bubblesort,6909,50743
bubblesort,45482,3764992
bubblesort,47946,3879955
bubblesort,81549,13934445
bubblesort,33220,2940117
bubblesort,83225,21197501
bubblesort,62845,11908751
bubblesort,68204,14244843
bubblesort,83161,21747867
bubblesort,94139,27904401
bubblesort,24357,1545233
bubblesort,44890,5837942
bubblesort,96336,29059763
bubblesort,78565,19071525
bubblesort,54079,9065497
bubblesort,52283,8130430
bubblesort,88417,24800859
bubblesort,81672,20843423
bubblesort,50711,7825877
bubblesort,78356,19087042
bubblesort,37419,4031992
bubblesort,31482,2747828
bubblesort,93454,27669629
bubblesort,33306,3207409
bubblesort,64506,12980820
bubblesort,76210,18510362
bubblesort,85413,23226176
bubblesort,21118,1109890
bubblesort,62363,12078887
bubblesort,40963,4968393
bubblesort,37252,4092748
bubblesort,96580,29898253
bubblesort,91521,27290743
bubblesort,76520,18681691
bubblesort,20001,957190
bubblesort,39956,4766487
bubblesort,75456,18306597
bubblesort,85617,23351191
bubblesort,49256,7442199
bubblesort,42415,5318943
bubblesort,50177,7649568
bubblesort,88216,24835024
bubblesort,53963,9030087
bubblesort,73722,17039181
bubblesort,74405,17886491
bubblesort,59673,10967242
bubblesort,60337,11333938
bubblesort,41590,5105207
bubblesort,38465,4399345
bubblesort,38121,4274372
bubblesort,46232,6477535
bubblesort,72390,16779033
bubblesort,28639,2256007
bubblesort,98277,31087135
bubblesort,35415,3563657
bubblesort,39981,4674316
bubblesort,34716,3510791
bubblesort,29967,2493722
bubblesort,20211,985336
bubblesort,31370,2786609
bubblesort,76956,18786362
bubblesort,53168,8648451
bubblesort,82509,21967506
bubblesort,64292,12890872
bubblesort,53894,9071307
bubblesort,97825,30670737
bubblesort,87409,24649152
bubblesort,21236,1131984
bubblesort,64003,12972994
bubblesort,51934,8420474
bubblesort,31438,2804326
bubblesort,55195,9381318
bubblesort,30721,2708734
bubblesort,97101,30499551
bubblesort,97610,30905534
bubblesort,42798,5340459
bubblesort,92799,27307527
bubblesort,66101,13906356
bubblesort,58102,10320329
bubblesort,56547,9867347
bubblesort,29442,2405331
bubblesort,73059,16757654
bubblesort,56569,9984679
bubblesort,24724,1519625
bubblesort,50147,7684638
bubblesort,35020,3532496
bubblesort,76413,18316906
bubblesort,99226,31772873
bubblesort,14609,481897
bubblesort,50072,7722896
bubblesort,23863,1460517
bubblesort,61896,12065843
bubblesort,90921,26301047
bubblesort,76482,18625466
bubblesort,47474,6956197
bubblesort,25353,1676734
bubblesort,34741,3447788
bubblesort,48074,6986917
bubblesort,82552,21957744
bubblesort,78818,19964622
bubblesort,18686,817429
bubblesort,87477,24416435
bubblesort,15299,504454
bubblesort,22160,1249493
bubblesort,85688,23481781
bubblesort,12622,347474
bubblesort,41725,5181572
bubblesort,56191,9867026
bubblesort,53916,8958136
bubblesort,28403,2198493
bubblesort,38445,4359717
bubblesort,78668,19680953
bubblesort,48493,7140034
bubblesort,61165,11599884
bubblesort,63594,12775647
bubblesort,33380,3171594
bubblesort,13846,419577
bubblesort,43388,5642712
bubblesort,84337,22389889
bubblesort,42471,5431969
bubblesort,26598,1852324
bubblesort,71475,16438716
bubblesort,38460,4427849
bubblesort,6832,99124
bubblesort,84630,22810072
bubblesort,7989,138190
bubblesort,36949,4036771
bubblesort,70989,16079112
bubblesort,86314,23925731
bubblesort,72878,17093525
bubblesort,17689,722796
bubblesort,15596,537400
bubblesort,59159,10858474
bubblesort,91790,27468299
bubblesort,66491,13880594
bubblesort,89580,25844857
bubblesort,66580,14157450
bubblesort,95974,29669686
bubblesort,85716,23448172
bubblesort,26757,1935239
bubblesort,75776,18274868
bubblesort,30867,2680084
bubblesort,8293,144685
bubblesort,99520,32120126
bubblesort,36384,3834764
bubblesort,42268,5324947
bubblesort,78491,19590538
bubblesort,8456,158226
bubblesort,79822,20525411
bubblesort,42619,5390067
bubblesort,13915,424502
bubblesort,48059,6965300
bubblesort,35029,3501234
bubblesort,50967,7972691
bubblesort,50208,7693996
bubblesort,40078,4761643
bubblesort,77027,18998534
bubblesort,88497,25142219
bubblesort,12930,353468
bubblesort,64684,13215174
bubblesort,44166,5900038
bubblesort,73117,17080318
bubblesort,83602,22353248
bubblesort,83906,22605094
bubblesort,93138,27760562
bubblesort,23350,1402455
bubblesort,47664,6897077
bubblesort,66411,13737019
bubblesort,50831,8090788
bubblesort,82978,22073007
bubblesort,31650,2840933
bubblesort,26294,1849594
bubblesort,7793,140397
bubblesort,98227,31104184
bubblesort,65401,13565966
bubblesort,69649,15037512
bubblesort,39928,4799882
bubblesort,26081,1744690
bubblesort,74829,17964628
bubblesort,71907,14957069
bubblesort,69252,14062576
bubblesort,79882,19466776
bubblesort,45542,5056270
bubblesort,38883,4256008
bubblesort,46414,6246184
bubblesort,90266,22433112
bubblesort,78254,17648885
bubblesort,93778,23865434
bubblesort,54555,6102118
bubblesort,37168,2422278
bubblesort,14485,268800
bubblesort,31480,1591069
bubblesort,15246,278116
bubblesort,48476,4836199
bubblesort,48467,5002749
bubblesort,17190,386866
bubblesort,28293,1178720
bubblesort,94268,20867380
bubblesort,86548,16492729
bubblesort,87882,16713925
bubblesort,45119,3773709
bubblesort,98444,21087537
bubblesort,98982,20671542
bubblesort,20457,508871
bubblesort,78422,18642306
bubblesort,24419,1462871
bubblesort,60683,11158967
bubblesort,29798,2514493
bubblesort,35284,3576875
bubblesort,95605,28948851
bubblesort,13577,398595
bubblesort,47308,6592922
bubblesort,63999,12721626
bubblesort,65468,13239253
bubblesort,91055,26103665
bubblesort,47502,6774830
bubblesort,90066,25560673
