type,size,runtime
insertionsort,57937,2779166
insertionsort,48219,1841551
insertionsort,91333,6987115
insertionsort,50916,2160545
insertionsort,57222,2741426
insertionsort,39185,1283279
insertionsort,46222,1777951
insertionsort,66789,3668465
insertionsort,65967,3578861
insertionsort,83206,5612678
insertionsort,46020,1725124
insertionsort,69196,3983361
insertionsort,38972,1220157
insertionsort,63686,3283985
insertionsort,83707,5767100
insertionsort,80949,5463517
insertionsort,90282,6685353
insertionsort,48660,1947275
insertionsort,38292,1223049
insertionsort,34002,966104
insertionsort,23689,448189
insertionsort,7088,38671
insertionsort,79828,5187954
insertionsort,5327,22902
insertionsort,24599,492716
insertionsort,58461,2848551
insertionsort,23717,472248
insertionsort,52701,2335844
insertionsort,89524,6519987
insertionsort,41213,1419480
insertionsort,89318,6572794
insertionsort,42391,1503950
insertionsort,52348,2250080
insertionsort,7941,48340
insertionsort,85622,6066280
insertionsort,78934,5183157
insertionsort,46170,1772859
insertionsort,75054,4650561
insertionsort,33580,924223
insertionsort,54161,2440312
insertionsort,8588,59759
insertionsort,59541,2843108
insertionsort,85879,6114985
insertionsort,12192,116712
insertionsort,24690,461663
insertionsort,58080,2757895
insertionsort,95996,7632165
insertionsort,33809,956585
insertionsort,52727,2322820
insertionsort,73043,4397949
insertionsort,26999,603214
insertionsort,44395,1645187
insertionsort,66809,3732188
insertionsort,39916,1326226
insertionsort,31953,854484
insertionsort,68434,3908544
insertionsort,15172,178521
insertionsort,64286,3378257
insertionsort,15311,188586
insertionsort,92638,7155087
insertionsort,84190,5907643
insertionsort,73256,4470952
insertionsort,43119,1548064
insertionsort,78719,5181870
insertionsort,46075,1780913
insertionsort,6948,39268
insertionsort,37039,1147744
insertionsort,28040,655828
insertionsort,13471,147174
insertionsort,44062,1590888
insertionsort,41683,1443721
insertionsort,6492,34358
insertionsort,71776,4315032
insertionsort,42432,1502224
insertionsort,79714,5281218
insertionsort,75401,4760807
insertionsort,72903,4419812
insertionsort,28479,675219
insertionsort,52349,2292499
insertionsort,48187,1889745
insertionsort,97299,7869610
insertionsort,46835,1817550
insertionsort,21909,401286
insertionsort,53218,2256886
insertionsort,94449,7007678
insertionsort,70860,4111951
insertionsort,10939,98190
insertionsort,73620,4395334
insertionsort,98332,7975968
insertionsort,10771,93729
insertionsort,15306,196245
insertionsort,43322,1335778
insertionsort,74925,3723450
insertionsort,94126,7079716
insertionsort,68618,3744062
insertionsort,48989,2028050
insertionsort,39740,780913
insertionsort,37129,621852
insertionsort,18637,238233
insertionsort,94380,7014190
insertionsort,76206,4634793
insertionsort,18874,280548
insertionsort,57267,2656390
insertionsort,94036,7177246
insertionsort,62232,3140904
insertionsort,68973,3797497
insertionsort,66580,3625495
insertionsort,5691,25758
insertionsort,30427,762645
insertionsort,83776,5682219
insertionsort,43348,1538544
insertionsort,17143,244659
insertionsort,29294,701361
insertionsort,27954,638856
insertionsort,63107,3206213
insertionsort,42868,1452107
insertionsort,43455,1483571
insertionsort,55120,2496621
insertionsort,56251,2614231
insertionsort,9090,65806
insertionsort,56219,2630883
insertionsort,44923,1654281
insertionsort,99061,8029802
insertionsort,83213,5616465
insertionsort,60179,2954279
insertionsort,77520,5000598
insertionsort,22190,413316
insertionsort,33474,903292
insertionsort,16512,223994
insertionsort,19490,297202
insertionsort,64659,3420646
insertionsort,61362,3085046
insertionsort,29402,710533
insertionsort,38361,1211789
insertionsort,26856,578100
insertionsort,24011,474127
insertionsort,65620,3486651
insertionsort,5210,21844
insertionsort,81650,5222986
insertionsort,57763,2752722
insertionsort,55772,2576469
insertionsort,42729,1483518
insertionsort,90476,6721652
insertionsort,30936,757527
insertionsort,10931,100167
insertionsort,35515,994314
insertionsort,35284,1025846
insertionsort,27157,609992
insertionsort,75769,4737987
insertionsort,51130,2163510
insertionsort,45297,1709698
insertionsort,58238,2806878
insertionsort,51900,2248032
insertionsort,86663,6255687
insertionsort,31940,842539
insertionsort,44986,1644950
insertionsort,70144,4054239
insertionsort,91068,6879129
insertionsort,48155,1941893
insertionsort,96451,7714620
insertionsort,69986,4055154
insertionsort,14799,175505
insertionsort,27017,591226
insertionsort,92412,7089163
insertionsort,69400,3974261
insertionsort,22568,421697
insertionsort,36401,1095745
insertionsort,44826,1666005
insertionsort,78000,4966733
insertionsort,58415,2779922
insertionsort,69588,3960811
insertionsort,14999,177558
insertionsort,84497,5869791
insertionsort,47779,1883961
insertionsort,38894,1242600
insertionsort,40200,1327460
insertionsort,66451,3595359
insertionsort,21186,377525
insertionsort,55103,2503639
insertionsort,90016,6603580
insertionsort,27394,620443
insertionsort,65632,3569758
insertionsort,18379,279157
insertionsort,14721,174699
insertionsort,71745,4310597
insertionsort,25507,526112
insertionsort,65368,3580564
insertionsort,93812,7390577
insertionsort,82792,5658670
insertionsort,73175,4356897
insertionsort,23489,440856
insertionsort,54592,2486089
insertionsort,75611,4748883
insertionsort,57467,2750120
insertionsort,75355,4634462
insertionsort,30752,731439
insertionsort,45357,1637831
insertionsort,59226,2902428
insertionsort,13272,144618
insertionsort,97202,7603086
insertionsort,47499,1831140
insertionsort,93019,7139412
insertionsort,83156,5684886
insertionsort,10238,84473
insertionsort,71039,4135223
insertionsort,99214,8202712
insertionsort,41221,1398858
insertionsort,60202,3057678
insertionsort,64326,3504934
insertionsort,58107,2800021
insertionsort,29699,728722
insertionsort,45513,1703952
insertionsort,54875,2499069
insertionsort,85639,6092140
insertionsort,14269,168801
insertionsort,22343,404802
insertionsort,30956,773314
insertionsort,97999,8069137
insertionsort,35777,1079858
insertionsort,66484,3693108
insertionsort,60696,3063749
insertionsort,84556,5922239
insertionsort,52216,2291764
insertionsort,39645,1263720
insertionsort,55404,2526070
insertionsort,66903,3675772
insertionsort,39723,1316051
insertionsort,26574,581699
insertionsort,14954,181849
insertionsort,95069,7466682
insertionsort,10664,87447
insertionsort,82251,5582493
insertionsort,47334,1782797
insertionsort,47626,1876443
insertionsort,12358,118971
insertionsort,84762,5919400
insertionsort,88682,6552308
insertionsort,85640,6103313
insertionsort,68683,3783858
insertionsort,45623,1622529
insertionsort,51434,2195108
insertionsort,57542,2755052
insertionsort,66266,3671531
insertionsort,94821,7350325
insertionsort,96455,7673874
insertionsort,60339,2955809
insertionsort,42037,1440397
insertionsort,69592,4014402
insertionsort,51251,2127937
insertionsort,82350,5675036
insertionsort,83162,5746681
insertionsort,52713,2317963
insertionsort,89496,6639886
insertionsort,26392,571929
insertionsort,29373,692258
insertionsort,57489,2734224
insertionsort,82047,5613007
insertionsort,11310,107988
insertionsort,99424,8226751
insertionsort,79847,5277802
insertionsort,48119,1922085
insertionsort,42669,1527386
insertionsort,52022,2268112
insertionsort,29095,660827
insertionsort,43597,1580916
insertionsort,46182,1727247
insertionsort,97751,7872002
insertionsort,8338,56410
insertionsort,27197,618227
insertionsort,25359,508955
insertionsort,6571,35109
insertionsort,71196,4183622
insertionsort,31022,806233
insertionsort,81572,5525963
insertionsort,40068,1341214
insertionsort,25624,540687
insertionsort,16073,206218
insertionsort,27835,650559
insertionsort,20531,341433
insertionsort,64246,3425521
insertionsort,56909,2696208
insertionsort,68259,3849669
insertionsort,39269,1297780
insertionsort,67793,3746246
insertionsort,96044,6752110
insertionsort,15541,195095
insertionsort,72729,4370912
insertionsort,75775,4556071
insertionsort,32142,787263
insertionsort,83138,5552729
insertionsort,66366,3675054
insertionsort,84353,5301433
insertionsort,94779,7324731
insertionsort,39415,1271012
insertionsort,81626,3086852
insertionsort,92402,4213577
insertionsort,55181,1538891
insertionsort,86978,3350188
insertionsort,9951,70184
insertionsort,38767,1130239
insertionsort,76799,4618171
insertionsort,70376,3953831
insertionsort,96177,7480511
insertionsort,57040,2647335
insertionsort,31084,785295
insertionsort,83910,5760159
insertionsort,31944,842966
insertionsort,33606,930552
insertionsort,56741,2659617
insertionsort,67638,3757220
insertionsort,43131,1510021
insertionsort,30809,777540
insertionsort,37267,1147415
insertionsort,42320,1415591
insertionsort,61368,3096751
insertionsort,73240,4304197
insertionsort,20002,295123
insertionsort,82174,5337202
insertionsort,46584,1793070
insertionsort,21272,350385
insertionsort,50610,2048720
insertionsort,67138,3613047
insertionsort,98457,7630035
insertionsort,46212,1705322
insertionsort,44081,1580696
insertionsort,56580,2627503
insertionsort,72311,4288314
insertionsort,62211,3200885
insertionsort,34205,943871
insertionsort,50736,2069527
insertionsort,24227,470405
insertionsort,95593,7471906
insertionsort,78379,5044523
insertionsort,49180,1973542
insertionsort,73531,4468277
insertionsort,29534,716282
insertionsort,32697,875693
insertionsort,78699,5107208
insertionsort,52000,2245509
insertionsort,99401,8030865
insertionsort,16852,228139
insertionsort,21413,380970
insertionsort,21110,357846
insertionsort,89537,6638766
insertionsort,41973,1445552
insertionsort,40151,1342697
insertionsort,43286,1542825
insertionsort,69257,3820574
insertionsort,65716,3549913
insertionsort,17394,244745
insertionsort,12220,125359
insertionsort,15214,173072
insertionsort,84594,5903820
insertionsort,14511,176191
insertionsort,6203,30999
insertionsort,81262,5475594
insertionsort,52317,2240290
insertionsort,79052,5257507
insertionsort,95904,7421662
insertionsort,90576,6692320
insertionsort,13552,147326
insertionsort,49200,1969557
insertionsort,17947,263771
insertionsort,19194,306002
insertionsort,84355,5893926
insertionsort,78065,5005600
insertionsort,56031,2603839
insertionsort,34492,965480
insertionsort,25068,515295
insertionsort,77740,4900539
insertionsort,27425,610837
insertionsort,46919,1824034
insertionsort,34699,963027
insertionsort,93241,7197590
insertionsort,45509,1732377
insertionsort,85875,6106869
insertionsort,34712,993923
insertionsort,56563,2655924
insertionsort,97385,7899152
insertionsort,32557,866891
insertionsort,94542,7368858
insertionsort,63972,3359125
insertionsort,18610,276654
insertionsort,72332,4282697
insertionsort,32238,842064
insertionsort,90622,6804556
insertionsort,18705,294659
insertionsort,18711,277909
insertionsort,14996,189383
insertionsort,87251,6207617
insertionsort,88340,6513805
insertionsort,46984,1826443
insertionsort,98687,8028942
insertionsort,43322,1551797
insertionsort,86187,6109521
insertionsort,81010,5497458
insertionsort,60313,3064829
insertionsort,95679,7539360
insertionsort,75340,4676882
insertionsort,78526,5092294
insertionsort,8183,55994
insertionsort,49775,2038771
insertionsort,45317,1723253
insertionsort,22561,421243
insertionsort,77291,4919890
insertionsort,62655,3258778
insertionsort,56854,2714176
insertionsort,8809,63718
insertionsort,14497,177087
insertionsort,39946,1327132
insertionsort,13826,156198
insertionsort,72533,4373281
insertionsort,56108,2614605
insertionsort,34539,981312
insertionsort,25901,551012
insertionsort,60398,2911035
insertionsort,77988,5025976
insertionsort,67240,3734588
insertionsort,92856,7080652
insertionsort,15600,204004
insertionsort,64996,3461514
insertionsort,15710,208526
insertionsort,58531,2811997
insertionsort,99687,8212708
insertionsort,62564,3133745
insertionsort,47267,1864081
insertionsort,10909,100773
insertionsort,40100,1343414
insertionsort,68802,3920228
insertionsort,51439,2140563
insertionsort,81625,5564775
insertionsort,56908,2712986
insertionsort,63518,3320599
insertionsort,37785,1144509
insertionsort,75244,4568334
insertionsort,44653,1669915
insertionsort,80819,5381697
insertionsort,42986,1529237
insertionsort,99701,8153044
insertionsort,73644,4503750
insertionsort,28868,689838
insertionsort,94059,7311663
insertionsort,50947,2096817
insertionsort,61607,3108550
insertionsort,61430,3063003
insertionsort,59550,2936130
insertionsort,5985,30383
insertionsort,26576,570263
insertionsort,15921,202244
insertionsort,67037,3756796
insertionsort,16685,232036
insertionsort,75019,4692528
insertionsort,72713,4310836
insertionsort,73739,4523782
insertionsort,96382,7705672
insertionsort,46506,1771017
insertionsort,16371,217469
insertionsort,56213,2605927
insertionsort,34700,950164
insertionsort,35083,983519
insertionsort,70489,4124611
insertionsort,38982,1264694
insertionsort,67946,3826115
insertionsort,76986,4938539
insertionsort,65152,3487371
insertionsort,79790,5263366
insertionsort,10383,87540
insertionsort,25700,531504
insertionsort,20572,353798
insertionsort,82839,5706691
insertionsort,54732,2503363
insertionsort,71917,4283376
insertionsort,69880,4072487
insertionsort,7547,45868
insertionsort,22282,407578
insertionsort,73407,4450741
insertionsort,5992,29158
insertionsort,84799,5973185
insertionsort,53779,2430730
insertionsort,98059,7988843
insertionsort,94403,7367494
insertionsort,48952,1959057
insertionsort,53918,2216923
insertionsort,75726,4725165
insertionsort,68323,3675205
insertionsort,65882,3471155
insertionsort,37635,1183654
insertionsort,8080,54811
insertionsort,19665,306389
insertionsort,72314,4202247
insertionsort,74408,2700670
insertionsort,27589,367512
insertionsort,60941,1628738
insertionsort,62562,2263619
insertionsort,54644,1648792
insertionsort,11950,117212
insertionsort,63132,3059907
insertionsort,76081,2477222
insertionsort,46597,1618643
insertionsort,99113,7730327
insertionsort,14070,152522
insertionsort,93980,7087940
insertionsort,67701,3755936
insertionsort,38350,1214991
insertionsort,10168,82037
insertionsort,44499,1629653
insertionsort,92901,7099191
insertionsort,32733,885303
insertionsort,27700,608906
insertionsort,50731,2115336
insertionsort,25815,536010
insertionsort,37225,1135909
insertionsort,73581,4452293
insertionsort,87595,6280470
insertionsort,5569,25801
insertionsort,9547,73559
insertionsort,50343,1996048
insertionsort,79407,5192743
insertionsort,83976,5829596
insertionsort,58732,2859397
insertionsort,99898,8215987
insertionsort,14334,170294
insertionsort,81828,5536145
insertionsort,41610,1439923
insertionsort,99692,8187159
insertionsort,10392,86966
insertionsort,18669,278614
insertionsort,49079,2009924
insertionsort,99842,8272386
insertionsort,14199,160873
